Дата;Открытие;Макс;Мин;Закрытие
05.10.2018;115170;115230;115170;115200
05.10.2018;115200;115230;115130;115200
05.10.2018;115190;115240;115190;115220
05.10.2018;115220;115250;115200;115250
05.10.2018;115230;115250;115180;115240
05.10.2018;115220;115240;115170;115240
05.10.2018;115240;115290;115210;115260
05.10.2018;115260;115380;115260;115370
05.10.2018;115370;115410;115340;115350
05.10.2018;115340;115350;115310;115330
05.10.2018;115320;115470;115320;115450
05.10.2018;115460;115460;115370;115420
05.10.2018;115420;115450;115380;115430
05.10.2018;115440;115450;115370;115390
05.10.2018;115390;115390;115270;115280
05.10.2018;115290;115350;115270;115290
05.10.2018;115260;115260;114770;114800
05.10.2018;114780;114870;114750;114840
05.10.2018;114840;114930;114820;114920
05.10.2018;114930;114940;114900;114920
05.10.2018;114920;114970;114900;114960
05.10.2018;114950;114960;114800;114830
05.10.2018;114830;114870;114780;114870
05.10.2018;114860;114910;114840;114900
05.10.2018;114890;114920;114880;114900
05.10.2018;114920;114930;114900;114920
05.10.2018;114920;114930;114850;114860
05.10.2018;114870;114870;114810;114830
05.10.2018;114810;114850;114800;114820
05.10.2018;114820;114890;114800;114860
05.10.2018;114870;114950;114870;114920
05.10.2018;114920;114940;114900;114930
05.10.2018;114930;114940;114880;114920
05.10.2018;114910;114910;114870;114870
05.10.2018;114870;114980;114870;114920
05.10.2018;114920;114990;114920;114960
05.10.2018;114960;115020;114930;115020
05.10.2018;115010;115030;114960;115020
05.10.2018;115020;115050;115010;115030
05.10.2018;115020;115060;115000;115020
05.10.2018;115020;115030;114980;114980
05.10.2018;114990;115010;114960;114990
05.10.2018;115000;115020;114980;115000
05.10.2018;115000;115010;114960;114980
05.10.2018;114960;114980;114950;114970
05.10.2018;114980;115000;114960;114990
05.10.2018;114980;114990;114950;114960
05.10.2018;114960;114970;114910;114910
05.10.2018;114910;114930;114900;114920
05.10.2018;114900;114960;114890;114910
05.10.2018;114900;114950;114900;114920
05.10.2018;114920;114930;114850;114890
05.10.2018;114900;114940;114890;114900
05.10.2018;114900;114940;114900;114940
05.10.2018;114940;114960;114890;114890
05.10.2018;114890;114890;114860;114870
05.10.2018;114860;114870;114810;114810
05.10.2018;114810;114840;114780;114800
05.10.2018;114800;114840;114790;114820
05.10.2018;114830;114860;114770;114850
05.10.2018;114850;114860;114820;114860
05.10.2018;114850;114930;114830;114910
05.10.2018;114910;114920;114880;114900
05.10.2018;114910;114920;114880;114920
05.10.2018;114900;114930;114900;114920
05.10.2018;114930;115020;114930;114980
05.10.2018;114980;115040;114980;114980
05.10.2018;115000;115000;114960;114980
05.10.2018;114980;115010;114970;114990
05.10.2018;115000;115000;114980;114990
05.10.2018;114990;115030;114990;115010
05.10.2018;115010;115130;115010;115100
05.10.2018;115100;115110;115010;115010
05.10.2018;115020;115040;114990;115030
05.10.2018;115030;115040;114990;115000
05.10.2018;115000;115030;114950;115030
05.10.2018;115020;115040;114950;114960
05.10.2018;114950;114980;114930;114970
05.10.2018;114980;114980;114940;114950
05.10.2018;114950;115000;114950;114960
05.10.2018;114960;114990;114940;114940
05.10.2018;114940;114990;114910;114990
05.10.2018;114990;115000;114960;115000
05.10.2018;114990;114990;114960;114970
05.10.2018;114980;114990;114950;114960
05.10.2018;114960;114990;114940;114950
05.10.2018;114960;114970;114950;114960
05.10.2018;114950;114950;114910;114940
05.10.2018;114930;114930;114900;114910
05.10.2018;114910;114960;114910;114960
05.10.2018;114950;114980;114940;114950
05.10.2018;114980;115030;114970;114990
05.10.2018;114990;115050;114980;115020
05.10.2018;115010;115020;115000;115010
05.10.2018;115020;115050;115020;115030
05.10.2018;115030;115030;114980;115000
05.10.2018;115000;115000;114940;114970
05.10.2018;114960;114960;114900;114910
05.10.2018;114900;114940;114880;114890
05.10.2018;114900;114900;114860;114870
05.10.2018;114870;114890;114860;114890
05.10.2018;114880;114930;114880;114930
05.10.2018;114910;114920;114900;114910
05.10.2018;114920;114920;114830;114900
05.10.2018;114910;114930;114870;114870
05.10.2018;114880;114940;114860;114920
05.10.2018;114920;114970;114920;114940
05.10.2018;114950;114970;114930;114930
05.10.2018;114960;114960;114910;114950
05.10.2018;114950;114960;114910;114930
05.10.2018;114950;114950;114900;114900
05.10.2018;114900;114910;114870;114890
05.10.2018;114880;114900;114870;114890
05.10.2018;114890;114940;114890;114910
05.10.2018;114910;114940;114910;114930
05.10.2018;114930;115000;114930;114960
05.10.2018;114970;115020;114970;115000
05.10.2018;114990;114990;114970;114980
05.10.2018;114990;115000;114960;114960
05.10.2018;114960;114980;114950;114980
05.10.2018;114990;115030;114970;115030
05.10.2018;115040;115040;115010;115030
05.10.2018;115030;115060;115010;115010
05.10.2018;115030;115160;115020;115100
05.10.2018;115100;115140;115070;115130
05.10.2018;115130;115130;115070;115110
05.10.2018;115110;115170;115110;115150
05.10.2018;115150;115170;115120;115130
05.10.2018;115130;115140;115120;115120
05.10.2018;115140;115170;115130;115160
05.10.2018;115160;115250;115150;115190
05.10.2018;115190;115210;115140;115160
05.10.2018;115160;115200;115160;115180
05.10.2018;115170;115170;115120;115140
05.10.2018;115150;115200;115150;115190
05.10.2018;115210;115220;115150;115150
05.10.2018;115160;115210;115160;115160
05.10.2018;115160;115170;115100;115130
05.10.2018;115130;115220;115130;115200
05.10.2018;115200;115210;115180;115190
05.10.2018;115180;115180;115140;115180
05.10.2018;115180;115240;115170;115230
05.10.2018;115220;115240;115180;115180
05.10.2018;115200;115210;115160;115160
05.10.2018;115160;115170;115130;115150
05.10.2018;115150;115150;115120;115130
05.10.2018;115130;115150;115130;115140
05.10.2018;115150;115150;115130;115150
05.10.2018;115150;115150;115120;115120
05.10.2018;115120;115180;115120;115180
05.10.2018;115160;115160;115100;115140
05.10.2018;115130;115140;115100;115100
05.10.2018;115090;115100;115080;115100
05.10.2018;115100;115140;115080;115140
05.10.2018;115120;115210;115120;115210
05.10.2018;115200;115250;115200;115250
05.10.2018;115260;115330;115260;115320
05.10.2018;115310;115330;115270;115310
05.10.2018;115310;115320;115280;115310
05.10.2018;115310;115320;115270;115310
05.10.2018;115320;115340;115290;115340
05.10.2018;115340;115350;115260;115300
05.10.2018;115300;115310;115240;115240
05.10.2018;115240;115260;115240;115250
05.10.2018;115260;115270;115220;115230
05.10.2018;115220;115260;115220;115240
05.10.2018;115250;115310;115220;115290
05.10.2018;115280;115340;115280;115330
05.10.2018;115330;115450;115300;115420
05.10.2018;115420;115580;115380;115480
05.10.2018;115480;115480;115400;115400
05.10.2018;115410;115430;115330;115370
05.10.2018;115370;115420;115360;115360
05.10.2018;115360;115380;115320;115340
05.10.2018;115330;115410;115310;115400
05.10.2018;115400;115400;115350;115350
05.10.2018;115380;115410;115370;115390
05.10.2018;115350;115360;115320;115330
05.10.2018;115330;115400;115330;115400
05.10.2018;115390;115490;115390;115480
05.10.2018;115470;115490;115410;115410
05.10.2018;115420;115430;115390;115400
05.10.2018;115390;115390;115360;115380
05.10.2018;115370;115400;115330;115340
05.10.2018;115330;115350;115330;115350
05.10.2018;115360;115380;115350;115370
05.10.2018;115370;115390;115360;115390
05.10.2018;115400;115400;115380;115380
05.10.2018;115390;115400;115370;115380
05.10.2018;115360;115370;115350;115350
05.10.2018;115350;115390;115350;115370
05.10.2018;115380;115400;115380;115400
05.10.2018;115400;115430;115360;115360
05.10.2018;115360;115420;115350;115420
05.10.2018;115430;115450;115400;115400
05.10.2018;115430;115460;115420;115460
05.10.2018;115460;115480;115400;115430
05.10.2018;115430;115440;115400;115400
05.10.2018;115410;115450;115370;115370
05.10.2018;115390;115450;115390;115450
05.10.2018;115450;115470;115410;115420
05.10.2018;115430;115500;115430;115490
05.10.2018;115480;115480;115440;115450
05.10.2018;115450;115490;115440;115470
05.10.2018;115470;115490;115430;115470
05.10.2018;115470;115470;115420;115430
05.10.2018;115430;115430;115410;115420
05.10.2018;115400;115420;115380;115390
05.10.2018;115400;115420;115400;115400
05.10.2018;115410;115450;115410;115430
05.10.2018;115440;115450;115410;115410
05.10.2018;115410;115420;115390;115410
05.10.2018;115400;115400;115350;115350
05.10.2018;115380;115390;115350;115380
05.10.2018;115360;115360;115340;115340
05.10.2018;115340;115340;115340;115340
05.10.2018;115340;115370;115320;115350
05.10.2018;115360;115370;115280;115310
05.10.2018;115310;115340;115290;115330
05.10.2018;115350;115390;115350;115370
05.10.2018;115360;115380;115350;115360
05.10.2018;115360;115370;115330;115330
05.10.2018;115340;115340;115290;115290
05.10.2018;115300;115350;115300;115350
05.10.2018;115360;115370;115350;115360
05.10.2018;115370;115380;115350;115350
05.10.2018;115360;115370;115300;115300
05.10.2018;115330;115330;115300;115310
05.10.2018;115300;115340;115300;115340
05.10.2018;115340;115340;115280;115280
05.10.2018;115280;115300;115220;115220
05.10.2018;115220;115260;115210;115260
05.10.2018;115260;115290;115250;115270
05.10.2018;115270;115340;115270;115340
05.10.2018;115330;115350;115290;115290
05.10.2018;115300;115300;115280;115290
05.10.2018;115280;115310;115270;115310
05.10.2018;115310;115320;115280;115290
05.10.2018;115290;115300;115270;115290
05.10.2018;115300;115370;115300;115360
05.10.2018;115370;115410;115370;115390
05.10.2018;115390;115450;115390;115440
05.10.2018;115450;115480;115420;115420
05.10.2018;115420;115440;115390;115430
05.10.2018;115430;115440;115400;115420
05.10.2018;115430;115470;115430;115460
05.10.2018;115440;115440;115400;115410
05.10.2018;115410;115440;115410;115430
05.10.2018;115430;115430;115400;115420
05.10.2018;115420;115450;115400;115430
05.10.2018;115430;115460;115430;115460
05.10.2018;115470;115650;115460;115590
05.10.2018;115610;115610;115500;115510
05.10.2018;115510;115610;115500;115590
05.10.2018;115600;115600;115520;115520
05.10.2018;115510;115560;115490;115560
05.10.2018;115550;115570;115520;115520
05.10.2018;115530;115540;115520;115520
05.10.2018;115550;115550;115510;115510
05.10.2018;115510;115540;115510;115530
05.10.2018;115530;115540;115520;115520
05.10.2018;115520;115550;115520;115530
05.10.2018;115540;115560;115540;115540
05.10.2018;115540;115540;115490;115520
05.10.2018;115530;115530;115500;115510
05.10.2018;115510;115510;115500;115510
05.10.2018;115500;115540;115500;115530
05.10.2018;115520;115540;115510;115540
05.10.2018;115530;115540;115530;115530
05.10.2018;115530;115600;115530;115600
05.10.2018;115600;115640;115590;115610
05.10.2018;115610;115620;115590;115590
05.10.2018;115590;115600;115590;115590
05.10.2018;115600;115610;115590;115590
05.10.2018;115590;115600;115590;115600
05.10.2018;115610;115720;115610;115690
05.10.2018;115690;115700;115650;115660
05.10.2018;115650;115680;115650;115660
05.10.2018;115650;115680;115640;115680
05.10.2018;115680;115770;115680;115710
05.10.2018;115710;115730;115690;115700
05.10.2018;115700;115700;115680;115700
05.10.2018;115690;115750;115690;115740
05.10.2018;115730;115760;115730;115740
05.10.2018;115750;115770;115740;115750
05.10.2018;115750;116070;115750;116050
05.10.2018;116040;116080;115860;115880
05.10.2018;115880;115940;115870;115920
05.10.2018;115910;115950;115890;115890
05.10.2018;115890;115910;115850;115880
05.10.2018;115890;115900;115870;115900
05.10.2018;115900;116030;115900;115960
05.10.2018;115970;115980;115870;115880
05.10.2018;115880;115910;115850;115890
05.10.2018;115910;115940;115900;115910
05.10.2018;115910;115920;115870;115910
05.10.2018;115910;115960;115880;115950
05.10.2018;115970;116060;115950;116010
05.10.2018;116010;116040;115990;116000
05.10.2018;116000;116070;115990;116070
05.10.2018;116050;116240;116050;116090
05.10.2018;116090;116090;116020;116090
05.10.2018;116090;116170;116070;116140
05.10.2018;116140;116180;116140;116150
05.10.2018;116140;116160;116110;116160
05.10.2018;116170;116320;116160;116310
07.11.2018;114650;114880;114300;114390
07.11.2018;114380;114400;114230;114310
07.11.2018;114310;114380;114290;114330
07.11.2018;114330;114340;114190;114210
07.11.2018;114200;114330;114120;114330
07.11.2018;114330;114340;114200;114220
07.11.2018;114220;114280;114180;114210
07.11.2018;114200;114230;114120;114180
07.11.2018;114200;114260;114160;114230
07.11.2018;114230;114230;114170;114180
07.11.2018;114170;114200;114130;114180
07.11.2018;114180;114270;114140;114260
07.11.2018;114260;114260;114200;114240
07.11.2018;114230;114230;114130;114150
07.11.2018;114150;114160;114070;114120
07.11.2018;114110;114180;114090;114170
07.11.2018;114160;114250;114150;114200
07.11.2018;114200;114240;114150;114180
07.11.2018;114170;114200;114140;114170
07.11.2018;114170;114180;114130;114150
07.11.2018;114140;114190;114140;114160
07.11.2018;114170;114170;114120;114160
07.11.2018;114160;114170;114130;114160
07.11.2018;114160;114180;114120;114180
07.11.2018;114180;114190;114160;114170
07.11.2018;114170;114170;113960;114010
07.11.2018;114010;114050;113980;114010
07.11.2018;114010;114050;113990;114010
07.11.2018;113990;113990;113920;113980
07.11.2018;113990;113990;113930;113930
07.11.2018;113930;113940;113790;113810
07.11.2018;113810;113920;113800;113910
07.11.2018;113910;113920;113880;113910
07.11.2018;113900;113940;113880;113940
07.11.2018;113940;113980;113930;113980
07.11.2018;113970;113980;113880;113880
07.11.2018;113880;113890;113840;113870
07.11.2018;113890;113890;113830;113840
07.11.2018;113840;113850;113810;113830
07.11.2018;113820;113840;113770;113830
07.11.2018;113830;113830;113720;113740
07.11.2018;113740;113770;113720;113760
07.11.2018;113750;113750;113720;113730
07.11.2018;113730;113770;113680;113760
07.11.2018;113760;113780;113680;113700
07.11.2018;113680;113760;113640;113730
07.11.2018;113730;113770;113720;113730
07.11.2018;113730;113790;113730;113750
07.11.2018;113750;113870;113740;113840
07.11.2018;113840;113850;113800;113840
07.11.2018;113830;113870;113820;113830
07.11.2018;113850;113900;113850;113890
07.11.2018;113880;113910;113870;113900
07.11.2018;113910;113930;113900;113920
07.11.2018;113930;113930;113900;113910
07.11.2018;113910;113930;113880;113910
07.11.2018;113930;113960;113910;113950
07.11.2018;113940;113950;113910;113920
07.11.2018;113920;113920;113850;113870
07.11.2018;113880;113890;113820;113840
07.11.2018;113840;114040;113830;114010
07.11.2018;114020;114110;114010;114080
07.11.2018;114090;114130;114070;114110
07.11.2018;114120;114140;114090;114120
07.11.2018;114120;114130;114060;114060
07.11.2018;114070;114090;114020;114080
07.11.2018;114080;114090;113980;113990
07.11.2018;114000;114100;113970;114090
07.11.2018;114090;114130;114080;114100
07.11.2018;114100;114110;114020;114080
07.11.2018;114070;114070;114010;114010
07.11.2018;114030;114080;114020;114080
07.11.2018;114070;114140;114070;114120
07.11.2018;114120;114180;114120;114150
07.11.2018;114150;114210;114150;114210
07.11.2018;114200;114210;114120;114120
07.11.2018;114130;114160;114100;114140
07.11.2018;114140;114240;114140;114240
07.11.2018;114240;114290;114200;114220
07.11.2018;114220;114260;114190;114210
07.11.2018;114220;114290;114200;114280
07.11.2018;114270;114370;114270;114320
07.11.2018;114320;114330;114260;114300
07.11.2018;114300;114310;114230;114240
07.11.2018;114240;114260;114210;114220
07.11.2018;114220;114230;114180;114200
07.11.2018;114200;114210;114090;114100
07.11.2018;114110;114150;114040;114100
07.11.2018;114090;114130;114070;114090
07.11.2018;114090;114170;114070;114160
07.11.2018;114160;114170;114100;114120
07.11.2018;114130;114180;114120;114160
07.11.2018;114160;114260;114160;114240
07.11.2018;114240;114290;114220;114250
07.11.2018;114240;114360;114220;114330
07.11.2018;114330;114350;114270;114280
07.11.2018;114280;114300;114250;114270
07.11.2018;114250;114310;114230;114270
07.11.2018;114280;114310;114270;114300
07.11.2018;114300;114320;114270;114290
07.11.2018;114280;114320;114260;114300
07.11.2018;114300;114390;114230;114380
07.11.2018;114370;114470;114370;114450
07.11.2018;114430;114480;114420;114440
07.11.2018;114430;114520;114420;114490
07.11.2018;114480;114540;114440;114500
07.11.2018;114500;114540;114470;114480
07.11.2018;114490;114500;114450;114450
07.11.2018;114480;114610;114480;114590
07.11.2018;114580;114620;114540;114570
07.11.2018;114590;114670;114550;114630
07.11.2018;114630;114670;114560;114570
07.11.2018;114580;114630;114560;114630
07.11.2018;114620;114690;114610;114660
07.11.2018;114670;114740;114670;114740
07.11.2018;114740;114820;114730;114730
07.11.2018;114730;114780;114680;114710
07.11.2018;114710;114740;114680;114690
07.11.2018;114690;114730;114680;114720
07.11.2018;114710;114730;114660;114680
07.11.2018;114680;114720;114670;114690
07.11.2018;114690;114720;114650;114650
07.11.2018;114650;114700;114630;114690
07.11.2018;114700;114770;114690;114720
07.11.2018;114720;114920;114710;114850
07.11.2018;114850;114860;114770;114830
07.11.2018;114830;114900;114820;114900
07.11.2018;114880;115050;114870;115010
07.11.2018;115000;115210;115000;115160
07.11.2018;115160;115240;115150;115200
07.11.2018;115200;115230;115100;115110
07.11.2018;115110;115140;115020;115040
07.11.2018;115040;115060;114990;115020
07.11.2018;115020;115070;114990;115050
07.11.2018;115050;115190;115050;115190
07.11.2018;115180;115220;115130;115200
07.11.2018;115210;115310;115210;115290
07.11.2018;115290;115300;115210;115230
07.11.2018;115220;115260;115180;115190
07.11.2018;115180;115220;115170;115190
07.11.2018;115200;115240;115160;115180
07.11.2018;115190;115200;115130;115160
07.11.2018;115160;115180;115130;115140
07.11.2018;115140;115210;115130;115190
07.11.2018;115190;115250;115170;115190
07.11.2018;115190;115190;115140;115160
07.11.2018;115170;115170;115090;115100
07.11.2018;115100;115130;115100;115130
07.11.2018;115130;115250;115120;115250
07.11.2018;115250;115350;115220;115310
07.11.2018;115310;115390;115280;115390
07.11.2018;115380;115460;115370;115380
07.11.2018;115390;115490;115380;115460
07.11.2018;115470;115700;115470;115570
07.11.2018;115590;115660;115550;115580
07.11.2018;115580;115620;115540;115560
07.11.2018;115560;115630;115560;115580
07.11.2018;115590;115610;115530;115530
07.11.2018;115540;115590;115530;115560
07.11.2018;115550;115570;115510;115530
07.11.2018;115540;115580;115530;115550
07.11.2018;115550;115570;115520;115550
07.11.2018;115550;115610;115540;115580
07.11.2018;115580;115590;115550;115570
07.11.2018;115560;115570;115530;115550
07.11.2018;115550;115580;115520;115540
07.11.2018;115550;115550;115460;115490
07.11.2018;115480;115510;115480;115500
07.11.2018;115510;115610;115510;115600
07.11.2018;115590;115690;115590;115620
07.11.2018;115620;115770;115620;115760
07.11.2018;115760;115810;115710;115750
07.11.2018;115750;115750;115690;115720
07.11.2018;115710;115720;115660;115680
07.11.2018;115680;115710;115640;115670
07.11.2018;115670;115750;115670;115740
07.11.2018;115740;115800;115710;115780
07.11.2018;115780;115830;115760;115820
07.11.2018;115820;115970;115820;115920
07.11.2018;115910;116150;115910;116060
07.11.2018;116070;116100;115990;116020
07.11.2018;116020;116030;115970;115980
07.11.2018;115980;116000;115920;115960
07.11.2018;115960;116000;115910;115950
07.11.2018;115940;115950;115890;115930
07.11.2018;115920;115990;115920;115940
07.11.2018;115930;116000;115920;115990
07.11.2018;115990;115990;115900;115910
07.11.2018;115910;115980;115900;115980
07.11.2018;115980;116020;115930;115980
07.11.2018;115990;116080;115980;116000
07.11.2018;115990;116000;115950;115960
07.11.2018;115970;116000;115930;115930
07.11.2018;115930;116060;115930;116050
07.11.2018;116060;116070;115970;116050
07.11.2018;116050;116250;116040;116120
07.11.2018;116140;116210;116080;116080
07.11.2018;116100;116160;116080;116120
07.11.2018;116120;116150;116090;116110
07.11.2018;116110;116160;116080;116080
07.11.2018;116090;116100;116050;116050
07.11.2018;116050;116140;116040;116120
07.11.2018;116120;116130;116030;116060
07.11.2018;116060;116120;116030;116050
07.11.2018;116040;116090;116000;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116060;116080;115980;115980
07.11.2018;115990;116000;115920;115920
07.11.2018;115930;116000;115920;115980
07.11.2018;115970;116010;115940;115990
07.11.2018;115990;116010;115960;115970
07.11.2018;115990;116010;115970;115990
07.11.2018;115990;116060;115980;116030
07.11.2018;116020;116060;115980;115990
07.11.2018;116000;116010;115930;115940
07.11.2018;115930;116030;115930;116010
07.11.2018;116010;116020;115990;116000
07.11.2018;116020;116090;116010;116080
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116090;115990;116070
07.11.2018;116070;116140;116070;116130
07.11.2018;116120;116150;116100;116120
07.11.2018;116130;116220;116130;116170
07.11.2018;116170;116220;116100;116100
07.11.2018;116100;116160;116100;116160
07.11.2018;116170;116190;116100;116110
07.11.2018;116120;116170;116110;116110
07.11.2018;116120;116130;116020;116060
07.11.2018;116070;116120;116060;116100
07.11.2018;116110;116180;116090;116150
07.11.2018;116150;116180;116140;116140
07.11.2018;116150;116170;116090;116090
07.11.2018;116090;116120;116060;116110
07.11.2018;116110;116160;116100;116130
07.11.2018;116130;116160;116090;116100
07.11.2018;116110;116130;116090;116110
07.11.2018;116100;116130;116100;116110
07.11.2018;116110;116160;116100;116110
07.11.2018;116110;116160;116090;116120
07.11.2018;116110;116180;116110;116160
07.11.2018;116150;116150;115960;116080
07.11.2018;116090;116320;116070;116230
07.11.2018;116220;116250;116190;116200
07.11.2018;116200;116220;116130;116150
07.11.2018;116150;116190;116120;116160
07.11.2018;116160;116190;116060;116080
07.11.2018;116060;116080;116010;116060
07.11.2018;116070;116090;116040;116090
07.11.2018;116090;116130;115990;116010
07.11.2018;116010;116070;116000;116040
07.11.2018;116040;116070;116020;116030
07.11.2018;116040;116070;116020;116030
07.11.2018;116030;116070;116010;116020
07.11.2018;116030;116040;115970;115990
07.11.2018;115990;116080;115960;116020
07.11.2018;116030;116040;116000;116040
07.11.2018;116040;116070;116020;116050
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116040;116020;116020
07.11.2018;116020;116060;116000;116040
07.11.2018;116040;116050;116000;116020
07.11.2018;116030;116040;115990;116000
07.11.2018;116000;116030;115980;116020
07.11.2018;116020;116050;116000;116040
07.11.2018;116030;116080;116030;116070
07.11.2018;116060;116080;116040;116070
07.11.2018;116070;116070;116040;116040
07.11.2018;116060;116060;116030;116040
07.11.2018;116050;116090;116050;116070
07.11.2018;116070;116120;116070;116090
07.11.2018;116080;116080;116000;116000
07.11.2018;116000;116000;115950;115990
07.11.2018;115990;116060;115990;116060
07.11.2018;116060;116060;116010;116040
07.11.2018;116040;116090;116030;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116090;116070;116090
07.11.2018;116090;116140;116040;116040
07.11.2018;116060;116120;116060;116100
07.11.2018;116110;116150;116080;116130
07.11.2018;116130;116170;116120;116130
07.11.2018;116140;116150;116060;116080
07.11.2018;116080;116080;116030;116060
07.11.2018;116060;116090;116040;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116040;116040;115970;115980
07.11.2018;115970;115990;115900;115940
07.11.2018;115940;116010;115930;115990
07.11.2018;115990;115990;115970;115980
07.11.2018;115970;115980;115920;115960
07.11.2018;115960;116020;115950;116020
07.11.2018;116010;116010;115980;116000
07.11.2018;116000;116010;115940;115950
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115980;115900;115970
07.11.2018;115970;116020;115970;116010
07.11.2018;116010;116030;115970;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116030;115980;115980
07.11.2018;115990;116010;115980;116000
07.11.2018;116000;116010;115970;116010
07.11.2018;116020;116020;115980;115990
07.11.2018;115990;116000;115940;115950
07.11.2018;115950;116060;115950;116050
07.11.2018;116050;116110;116040;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116040;116060;116040;116060
07.11.2018;116070;116080;116020;116050
07.11.2018;116050;116070;116040;116050
07.11.2018;116050;116090;116040;116080
07.11.2018;116090;116090;116050;116060
07.11.2018;116070;116070;116050;116060
07.11.2018;116070;116080;116050;116080
07.11.2018;116070;116080;116030;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116030;116060;115980;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116030;116070;116030;116050
07.11.2018;116060;116100;116020;116030
07.11.2018;116030;116030;116010;116020
07.11.2018;116010;116030;115990;116010
07.11.2018;116000;116020;115990;116020
07.11.2018;116010;116040;116010;116010
07.11.2018;116020;116020;115960;115990
07.11.2018;115990;116010;115960;115990
07.11.2018;115980;116000;115920;115930
07.11.2018;115940;115980;115920;115970
07.11.2018;115960;115960;115900;115900
07.11.2018;115900;115960;115850;115940
07.11.2018;115940;115960;115920;115950
07.11.2018;115940;115990;115900;115940
07.11.2018;115940;115950;115850;115870
07.11.2018;115870;115900;115810;115860
07.11.2018;115850;115880;115800;115800
07.11.2018;115800;115840;115730;115740
07.11.2018;115740;115760;115740;115760
07.11.2018;115750;115780;115740;115750
07.11.2018;115750;115760;115700;115730
07.11.2018;115740;115740;115700;115730
07.11.2018;115730;115760;115720;115720
07.11.2018;115720;115720;115610;115660
07.11.2018;115640;115650;115570;115610
07.11.2018;115600;115660;115590;115630
07.11.2018;115640;115650;115600;115620
07.11.2018;115600;115630;115550;115620
07.11.2018;115630;115630;115560;115600
07.11.2018;115600;115600;115520;115560
07.11.2018;115560;115570;115520;115550
07.11.2018;115550;115550;115520;115530
07.11.2018;115520;115610;115490;115590
07.11.2018;115600;115620;115580;115600
07.11.2018;115600;115650;115580;115630
07.11.2018;115640;115650;115600;115640
07.11.2018;115640;115660;115600;115620
07.11.2018;115630;115640;115580;115610
07.11.2018;115610;115730;115600;115720
07.11.2018;115720;115800;115710;115770
07.11.2018;115790;115800;115740;115790
07.11.2018;115790;115800;115730;115750
07.11.2018;115750;115770;115710;115730
07.11.2018;115720;115770;115720;115760
07.11.2018;115760;115900;115760;115830
07.11.2018;115830;115830;115770;115790
07.11.2018;115780;115830;115770;115810
07.11.2018;115820;115840;115800;115800
07.11.2018;115800;115810;115720;115730
07.11.2018;115720;115780;115720;115770
07.11.2018;115770;115770;115740;115750
07.11.2018;115760;115770;115740;115760
07.11.2018;115760;115760;115700;115700
07.11.2018;115700;115730;115660;115720
07.11.2018;115720;115770;115690;115750
07.11.2018;115750;115770;115710;115750
07.11.2018;115740;115800;115730;115770
07.11.2018;115780;115800;115760;115780
07.11.2018;115780;115800;115770;115790
07.11.2018;115790;115850;115780;115790
07.11.2018;115800;115810;115780;115800
07.11.2018;115790;115790;115750;115760
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115780;115730;115770
07.11.2018;115770;115800;115740;115760
07.11.2018;115760;115760;115710;115720
07.11.2018;115730;115790;115720;115740
07.11.2018;115730;115770;115730;115760
07.11.2018;115750;115760;115720;115750
07.11.2018;115750;115760;115740;115750
07.11.2018;115760;115780;115740;115780
07.11.2018;115770;115790;115770;115770
07.11.2018;115770;115860;115760;115840
07.11.2018;115830;115870;115780;115800
07.11.2018;115800;115820;115790;115790
07.11.2018;115790;115800;115750;115770
07.11.2018;115770;115780;115730;115730
07.11.2018;115740;115750;115700;115710
07.11.2018;115720;115770;115720;115750
07.11.2018;115760;115780;115750;115770
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115750;115670;115670
07.11.2018;115670;115710;115660;115660
07.11.2018;115670;115750;115650;115740
07.11.2018;115740;115750;115680;115700
07.11.2018;115680;115680;115600;115660
07.11.2018;115660;115720;115630;115690
07.11.2018;115700;115710;115670;115670
07.11.2018;115690;115700;115670;115700
07.11.2018;115690;115700;115650;115650
07.11.2018;115640;115750;115640;115700
07.11.2018;115710;115790;115700;115770
07.11.2018;115760;115780;115730;115780
07.11.2018;115780;115790;115730;115730
07.11.2018;115730;115730;115660;115660
07.11.2018;115660;115690;115620;115630
07.11.2018;115630;115660;115590;115590
07.11.2018;115590;115600;115520;115540
07.11.2018;115540;115600;115530;115560
07.11.2018;115560;115560;115510;115540
07.11.2018;115530;115610;115520;115610
07.11.2018;115610;115680;115580;115670
07.11.2018;115670;115690;115640;115690
07.11.2018;115670;115690;115660;115660
07.11.2018;115660;115710;115650;115700
07.11.2018;115700;115700;115650;115650
07.11.2018;115650;115700;115630;115700
07.11.2018;115700;115780;115690;115750
07.11.2018;115760;115780;115690;115700
07.11.2018;115700;115700;115640;115680
07.11.2018;115680;115700;115670;115690
